Run,TestName,query,expres,dril
yes,2_EntryItemByDESCRIPTION_AND_NAME_REFERENCE_ID_AND_TAGS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcddd';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::DESCRIPTION;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'abcdnn';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::NAME;
$searchOperator->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[2]->searchTerm = 'abcdrr';
$searchOperator->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[2]->fieldName = KalturaESearchEntryFieldName::REFERENCE_ID;
$searchOperator->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[3]->searchTerm = 'abcdtt';
$searchOperator->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[3]->fieldName = KalturaESearchEntryFieldName::TAGS;",0_adcj7cux,
yes,3_EntryItemByDESCRIPTION_AND_CREATED_AT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcddd';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::DESCRIPTION;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[1]->range = new KalturaESearchRange();
$searchOperator->searchItems[1]->range->greaterThanOrEqual = 1503848220;
$searchOperator->searchItems[1]->range->lessThanOrEqual = 1503848280;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::CREATED_AT;",0_adcj7cux,
yes,4_EntryItemByNAME_AND_UPDATED_AT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdnn';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[1]->range = new KalturaESearchRange();
$searchOperator->searchItems[1]->range->greaterThanOrEqual = 1656887200;
$searchOperator->searchItems[1]->range->lessThanOrEqual = 1686887200;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::UPDATED_AT;",0_adcj7cux,
yes,5_EntryItemByREFERENCE_ID_AND_LENGTH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdrr';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::REFERENCE_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[1]->range = new KalturaESearchRange();
$searchOperator->searchItems[1]->range->greaterThanOrEqual = 21500;
$searchOperator->searchItems[1]->range->lessThanOrEqual =22500;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::LENGTH_IN_MSECS;",0_adcj7cux,
yes,6_EntryItemByTAGS_AND_CREATED_AT_OR_UPDATED_AT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::TAGS;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[1]->searchItems[0]->range = new KalturaESearchRange();
$searchOperator->searchItems[1]->searchItems[0]->range->greaterThanOrEqual = 1503848220;
$searchOperator->searchItems[1]->searchItems[0]->range->lessThanOrEqual =1503848280;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::CREATED_AT;
$searchOperator->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[1]->searchItems[1]->range = new KalturaESearchRange();
$searchOperator->searchItems[1]->searchItems[1]->range->greaterThanOrEqual = 1522678518;
$searchOperator->searchItems[1]->searchItems[1]->range->lessThanOrEqual =1522678918;
$searchOperator->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::UPDATED_AT;",0_adcj7cux;0_ym1r2ltp;0_f0ftieiq,
no,7_EntryItemByNOT_DISPLAY_IN_SEARCH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::DISPLAY_IN_SEARCH;",0_mytr905b;0_ru81dtuj;0_khsfrdiz;0_6bak09h5,
yes,8_EntryItemByDESCRIPTION_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'bcd';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::DESCRIPTION;",0_dse0ft6x;0_f0ftieiq;0_adcj7cux;0_ym1r2ltp;0_pdech6td,
yes,9_EntryItemByNAME_STARTS_WITH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::NAME;",0_adcj7cux;0_pdech6td;0_ym1r2ltp;0_f0ftieiq,
yes,10_EntryItemByREFERENCE_ID_EXISTS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::REFERENCE_ID;",0_adcj7cux;0_dse0ft6x;0_pdech6td;0_ym1r2ltp;0_f0ftieiq;0_mytr905b,
yes,11_EntryItemByNAME_EXISTS_AND_TAGS_NOT_EXISTS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'user1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::CREATOR_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::TAGS;",0_qwqr1g7u;0_mytr905b;0_upmwl4zk,
yes,12_EntryItemByTAGS_EXISTS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::TAGS;",0_adcj7cux;0_dse0ft6x;0_pdech6td;0_ym1r2ltp;0_f0ftieiq,
yes,13_EntryItemByID_AND_DESCRIPTION,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '0_adcj7cux';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '6';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::DESCRIPTION;",None,
yes,14_EntryItemByTAGS_OR_TAGS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '2abcdtt';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::TAGS;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '3abcdtt';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::TAGS;",0_adcj7cux;0_dse0ft6x;0_pdech6td,
yes,21_EntryItemByCATEGORY_NAME_AND_ENTRY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdcc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '0_adcj7cux';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;",0_adcj7cux,
yes,22_EntryItemByCATEGORY_NAME,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdcc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;",0_adcj7cux,
yes,23_EntryItemByCATEGORY_NAME_AND_CATEGORY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdcc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[1]->searchTerm = '74717';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCategoryEntryFieldName::ID;",0_adcj7cux,
yes,24_EntryItemByCATEGORY_NAME_STARTS_WITH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;",0_adcj7cux;0_dse0ft6x;0_ym1r2ltp;0_f0ftieiq,
yes,25_EntryItemByCATEGORY_NAME_DOES_NOT_MATCH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[0]->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems[0]->searchItems = array();
$searchOperator->searchItems[0]->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchItems[0]->searchTerm = 'uvwxyz';
$searchOperator->searchItems[0]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->searchTerm = '0_adcj7cux';
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[1]->searchTerm = '0_dse0ft6x';
$searchOperator->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[2]->searchTerm = '0_pdech6td';
$searchOperator->searchItems[1]->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[2]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[3]->searchTerm = '0_ym1r2ltp';
$searchOperator->searchItems[1]->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[3]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[4] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[4]->searchTerm = '0_f0ftieiq';
$searchOperator->searchItems[1]->searchItems[4]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[4]->fieldName = KalturaESearchEntryFieldName::ID;",0_adcj7cux;0_ym1r2ltp;0_f0ftieiq,
yes,26_EntryItemByCATEGORY_NAME_STARTS_WITH_OR_ENTRY_NAME_STARTS_WITH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'abc';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::NAME;",0_adcj7cux;0_dse0ft6x;0_pdech6td;0_ym1r2ltp;0_f0ftieiq,
yes,27_EntryItemByCATEGORY_NAME,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'uvwxyz';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;",0_dse0ft6x;0_pdech6td,
yes,28_EntryItemByCATEGORY_NAME_STARTS_WITH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1uv';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;",0_ym1r2ltp,
yes,29_EntryItemByCATEGORY_NAME_STARTS_WITH_AND_ENTRY_NAME_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'abc';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::NAME;",0_adcj7cux;0_dse0ft6x;0_ym1r2ltp;0_f0ftieiq,
yes,30_EntryItemByCATEGORY_NAME_OR_CATEGORY_NAME,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdcc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'uvwxyz';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;",0_adcj7cux;0_dse0ft6x;0_pdech6td,
yes,31_EntryItemByCATEGORY_ID_OR_CATEGORY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = '74820';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::ID;
$searchOperator->searchItems[1] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[1]->searchTerm = '74821';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCategoryEntryFieldName::ID;",0_dse0ft6x;0_pdech6td;0_f0ftieiq,
yes,32_EntryItemByCATEGORY_NAME_AND_ENTRY_NAME,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'uvwxyz';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'abcdnn';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::NAME;",0_pdech6td,
yes,33_EntryItemByCATEGORY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = '74820';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::ID;",0_dse0ft6x;0_pdech6td,
yes,34_EntryItemByCATEGORY_NAME_START_WITH_OR_ENTRY_NAME_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abc d';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'cdnn 5';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::NAME;",0_adcj7cux;0_dse0ft6x;0_pdech6td;0_ym1r2ltp;0_f0ftieiq;0_houytc0f,
yes,35_EntryItemByCATEGORY_ID_AND_ENTRY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = '74820';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '0_pdech6td';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;",0_pdech6td,
yes,36_EntryItemByCATEGORY_ID_AND_CATEGORY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = '74820';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::ID;
$searchOperator->searchItems[1] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[1]->searchTerm = '74821';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCategoryEntryFieldName::ID;",0_dse0ft6x,
yes,37_EntryItemByCATEGORY_NAME_AND_CATEGORY_NAME,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdcc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'uvwxyz';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;",None,
yes,41_EntryItemByCONVERSION_TEMPLATE_CREATOR_COEDITOR_COPUBLISHER,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '19500';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::CONVERSION_PROFILE_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '0_upmwl4zk';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::TEMPLATE_ENTRY_ID;
$searchOperator->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[2]->searchTerm = 'user1';
$searchOperator->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[2]->fieldName = KalturaESearchEntryFieldName::CREATOR_ID;
$searchOperator->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[3]->searchTerm = 'user2';
$searchOperator->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[3]->fieldName = KalturaESearchEntryFieldName::ENTITLED_USER_EDIT;
$searchOperator->searchItems[4] = new KalturaESearchEntryItem();
$searchOperator->searchItems[4]->searchTerm = 'user3';
$searchOperator->searchItems[4]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[4]->fieldName = KalturaESearchEntryFieldName::ENTITLED_USER_PUBLISH;",0_adcj7cux,
