Run,TestName,query,expres,dril
yes,2_EntryItemByDESCRIPTION_AND_NAME_REFERENCE_ID_AND_TAGS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcddd';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::DESCRIPTION;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'abcdnn';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::NAME;
$searchOperator->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[2]->searchTerm = 'abcdrr';
$searchOperator->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[2]->fieldName = KalturaESearchEntryFieldName::REFERENCE_ID;
$searchOperator->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[3]->searchTerm = 'abcdtt';
$searchOperator->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[3]->fieldName = KalturaESearchEntryFieldName::TAGS;",1_133a95gm,
yes,3_EntryItemByDESCRIPTION_AND_CREATED_AT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcddd';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::DESCRIPTION;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[1]->range = new KalturaESearchRange();
$searchOperator->searchItems[1]->range->greaterThanOrEqual = 1522678710;
$searchOperator->searchItems[1]->range->lessThanOrEqual = 1522678760;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::CREATED_AT;",1_133a95gm,
yes,4_EntryItemByNAME_AND_UPDATED_AT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdnn';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[1]->range = new KalturaESearchRange();
$searchOperator->searchItems[1]->range->greaterThanOrEqual = 1522678750;
$searchOperator->searchItems[1]->range->lessThanOrEqual = 1522678761;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::UPDATED_AT;",1_133a95gm,
yes,5_EntryItemByREFERENCE_ID_AND_LENGTH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdrr';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::REFERENCE_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[1]->range = new KalturaESearchRange();
$searchOperator->searchItems[1]->range->greaterThanOrEqual = 21500;
$searchOperator->searchItems[1]->range->lessThanOrEqual =22500;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::LENGTH_IN_MSECS;",1_133a95gm,
yes,6_EntryItemByTAGS_AND_CREATED_AT_OR_UPDATED_AT,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::TAGS;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[1]->searchItems[0]->range = new KalturaESearchRange();
$searchOperator->searchItems[1]->searchItems[0]->range->greaterThanOrEqual = 1522678710;
$searchOperator->searchItems[1]->searchItems[0]->range->lessThanOrEqual = 1522678760;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::CREATED_AT;
$searchOperator->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::RANGE;
$searchOperator->searchItems[1]->searchItems[1]->range = new KalturaESearchRange();
$searchOperator->searchItems[1]->searchItems[1]->range->greaterThanOrEqual = 1522678700;
$searchOperator->searchItems[1]->searchItems[1]->range->lessThanOrEqual = 1522678900;
$searchOperator->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::UPDATED_AT;",1_133a95gm;1_ds2lbilo;1_2iqz8e8p,
no,7_EntryItemByNOT_DISPLAY_IN_SEARCH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::DISPLAY_IN_SEARCH;",1_mh67mi3r;0_ru81dtuj;0_khsfrdiz;0_6bak09h5,
yes,8_EntryItemByDESCRIPTION_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'bcd';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::DESCRIPTION;",1_v732js80;1_2iqz8e8p;1_133a95gm;1_ds2lbilo;1_spayorsg,
yes,9_EntryItemByNAME_STARTS_WITH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::NAME;",1_133a95gm;1_spayorsg;1_ds2lbilo;1_2iqz8e8p,
yes,10_EntryItemByREFERENCE_ID_EXISTS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::REFERENCE_ID;",1_133a95gm;1_v732js80;1_spayorsg;1_ds2lbilo;1_2iqz8e8p;1_mh67mi3r,
yes,11_EntryItemByNAME_EXISTS_AND_TAGS_NOT_EXISTS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'user1';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::CREATOR_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::TAGS;",1_aljv9qgu;1_mh67mi3r;1_tqp8uh3h,
yes,12_EntryItemByTAGS_EXISTS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXISTS;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::TAGS;",1_133a95gm;1_v732js80;1_spayorsg;1_ds2lbilo;1_2iqz8e8p,
yes,13_EntryItemByID_AND_DESCRIPTION,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1_133a95gm';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '6';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::DESCRIPTION;",None,
yes,14_EntryItemByTAGS_OR_TAGS,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '2abcdtt';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::TAGS;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '3abcdtt';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::TAGS;",1_133a95gm;1_v732js80;1_spayorsg,
yes,21_EntryItemByCATEGORY_NAME_AND_ENTRY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdcc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '1_133a95gm';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;",1_133a95gm,
yes,22_EntryItemByCATEGORY_NAME,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdcc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;",1_133a95gm,
yes,23_EntryItemByCATEGORY_NAME_AND_CATEGORY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdcc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[1]->searchTerm = '86702722';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCategoryEntryFieldName::ID;",1_133a95gm,
yes,24_EntryItemByCATEGORY_NAME_STARTS_WITH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;",1_133a95gm;1_v732js80;1_ds2lbilo;1_2iqz8e8p,
yes,25_EntryItemByCATEGORY_NAME_DOES_NOT_MATCH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[0]->operator = KalturaESearchOperatorType::NOT_OP;
$searchOperator->searchItems[0]->searchItems = array();
$searchOperator->searchItems[0]->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchItems[0]->searchTerm = 'uvwxyz';
$searchOperator->searchItems[0]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryOperator();
$searchOperator->searchItems[1]->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems[1]->searchItems = array();
$searchOperator->searchItems[1]->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[0]->searchTerm = '1_133a95gm';
$searchOperator->searchItems[1]->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[0]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[1]->searchTerm = '1_v732js80';
$searchOperator->searchItems[1]->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[2]->searchTerm = '1_spayorsg';
$searchOperator->searchItems[1]->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[2]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[3]->searchTerm = '1_ds2lbilo';
$searchOperator->searchItems[1]->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[3]->fieldName = KalturaESearchEntryFieldName::ID;
$searchOperator->searchItems[1]->searchItems[4] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchItems[4]->searchTerm = '1_2iqz8e8p';
$searchOperator->searchItems[1]->searchItems[4]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->searchItems[4]->fieldName = KalturaESearchEntryFieldName::ID;",1_133a95gm;1_ds2lbilo;1_2iqz8e8p,
yes,26_EntryItemByCATEGORY_NAME_STARTS_WITH_OR_ENTRY_NAME_STARTS_WITH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'abc';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::NAME;",1_133a95gm;1_v732js80;1_spayorsg;1_ds2lbilo;1_2iqz8e8p,
yes,27_EntryItemByCATEGORY_NAME,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'uvwxyz';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;",1_v732js80;1_spayorsg,
yes,28_EntryItemByCATEGORY_NAME_STARTS_WITH,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = '1uv';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;",1_ds2lbilo,
yes,29_EntryItemByCATEGORY_NAME_STARTS_WITH_AND_ENTRY_NAME_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'abc';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::NAME;",1_133a95gm;1_v732js80;1_ds2lbilo;1_2iqz8e8p,
yes,30_EntryItemByCATEGORY_NAME_OR_CATEGORY_NAME,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdcc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'uvwxyz';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;",1_133a95gm;1_v732js80;1_spayorsg,
yes,31_EntryItemByCATEGORY_ID_OR_CATEGORY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = '86702642';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::ID;
$searchOperator->searchItems[1] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[1]->searchTerm = '86702632';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCategoryEntryFieldName::ID;",1_v732js80;1_spayorsg;1_2iqz8e8p,
yes,32_EntryItemByCATEGORY_NAME_AND_ENTRY_NAME,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'uvwxyz';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'abcdnn';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::NAME;",1_spayorsg,
yes,33_EntryItemByCATEGORY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = '86702642';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::ID;",1_v732js80;1_spayorsg,
yes,34_EntryItemByCATEGORY_NAME_START_WITH_OR_ENTRY_NAME_PARTIAL,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::OR_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abc d';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::STARTS_WITH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'cdnn 5';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::PARTIAL;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::NAME;",1_133a95gm;1_v732js80;1_spayorsg;1_ds2lbilo;1_2iqz8e8p;1_498dmb8l,
yes,35_EntryItemByCATEGORY_ID_AND_ENTRY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = '86702642';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '1_spayorsg';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::ID;",1_spayorsg,
yes,36_EntryItemByCATEGORY_ID_AND_CATEGORY_ID,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = '86702642';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::ID;
$searchOperator->searchItems[1] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[1]->searchTerm = '86702632';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCategoryEntryFieldName::ID;",1_v732js80,
yes,37_EntryItemByCATEGORY_NAME_AND_CATEGORY_NAME,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[0]->searchTerm = 'abcdcc';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;
$searchOperator->searchItems[1] = new KalturaESearchCategoryEntryItem();
$searchOperator->searchItems[1]->searchTerm = 'uvwxyz';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchCategoryEntryFieldName::NAME;",None,
yes,41_EntryItemByCONVERSION_TEMPLATE_CREATOR_COEDITOR_COPUBLISHER,"$searchOperator = new KalturaESearchEntryOperator();
$searchOperator->operator = KalturaESearchOperatorType::AND_OP;
$searchOperator->searchItems = array();
$searchOperator->searchItems[0] = new KalturaESearchEntryItem();
$searchOperator->searchItems[0]->searchTerm = '9353841';
$searchOperator->searchItems[0]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[0]->fieldName = KalturaESearchEntryFieldName::CONVERSION_PROFILE_ID;
$searchOperator->searchItems[1] = new KalturaESearchEntryItem();
$searchOperator->searchItems[1]->searchTerm = '0_upmwl4zk';
$searchOperator->searchItems[1]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[1]->fieldName = KalturaESearchEntryFieldName::TEMPLATE_ENTRY_ID;
$searchOperator->searchItems[2] = new KalturaESearchEntryItem();
$searchOperator->searchItems[2]->searchTerm = 'user1';
$searchOperator->searchItems[2]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[2]->fieldName = KalturaESearchEntryFieldName::CREATOR_ID;
$searchOperator->searchItems[3] = new KalturaESearchEntryItem();
$searchOperator->searchItems[3]->searchTerm = 'user2';
$searchOperator->searchItems[3]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[3]->fieldName = KalturaESearchEntryFieldName::ENTITLED_USER_EDIT;
$searchOperator->searchItems[4] = new KalturaESearchEntryItem();
$searchOperator->searchItems[4]->searchTerm = 'user3';
$searchOperator->searchItems[4]->itemType = KalturaESearchItemType::EXACT_MATCH;
$searchOperator->searchItems[4]->fieldName = KalturaESearchEntryFieldName::ENTITLED_USER_PUBLISH;",1_133a95gm,
